id,request_id,city,uf,neighborhood,latitude,longitude
7261245,5938787,Manaus,AM,Petrópolis,-3.1056375,-59.9965498
7261293,5938828,Brasília,DF,Setor Habitacional Jardim Botânico,-15.8655633,-47.7922463
7261329,5938856,Natal,RN,Candelária,-5.8309006,-35.2195546
7261381,5938898,Brasília,DF,Sul (Águas Claras),-15.8349576,-48.0417752
7261577,5939071,Itapetininga,SP,Jardim Fogaça,-23.5890453,-48.0265171
7261993,5939422,São Paulo,SP,Jardim Regina,-23.4735873,-46.7398902
7262389,5939770,Cuiabá,MT,Jardim Itália,-15.6059949,-56.0586919
7262469,5939841,São Paulo,SP,Conjunto Habitacional Padre Manoel de Paiva,-23.552346,-46.4817447
7262517,5939882,Natal,RN,Candelária,-5.846313,-35.2195408
7262857,5940156,Rio de Janeiro,RJ,Leme,-22.9629787,-43.1699968
7262893,5940187,Rio de Janeiro,RJ,Pavuna,-22.8095516,-43.3572004
7262985,5940267,Fortaleza,CE,Meireles,-3.7321993,-38.5093939
7263005,5940285,São Paulo,SP,Cidade Mãe do Céu,-23.5476824,-46.5711715
7263073,5940341,Rio de Janeiro,RJ,Higienópolis,-22.8717362,-43.2591926
7263125,5940387,Vitória,ES,Jardim da Penha,-20.2845361,-40.2966881
7263129,5940389,Cachoeira,BA,,-12.6010371,-38.965934
7263137,5940395,Santos,SP,Morro Nova Cintra,-23.9530274,-46.3539955
7263189,5940433,Brasília,DF,Setor Noroeste,-15.7997654,-47.8644715
7263589,5940760,São Caetano do Sul,SP,Fundação,-23.6081396,-46.5710175
7263601,5940772,Silva Jardim,RJ,,-22.6578882,-42.3965262
7263789,5940928,São Paulo,SP,Parque Mandaqui,-23.4767892,-46.6363749
7263905,5941033,São Paulo,SP,Vila Nova Manchester,-23.5432466,-46.5459414
7264065,5941168,Niterói,RJ,São Francisco,-22.9137759,-43.1035487
7264333,5941401,São Paulo,SP,Liberdade,-23.5577276,-46.6368486
7264389,5941452,São Paulo,SP,Vila Mariana,-23.5779098,-46.6389692
7264441,5941499,Rio de Janeiro,RJ,Anil,-22.9535219,-43.3470235
7264545,5941591,Curitiba,PR,Bairro Alto,-25.4138439,-49.2056892
7264645,5941681,Rio de Janeiro,RJ,Centro,-22.917161,-43.1786647
7264665,5941700,Horizonte,CE,Buenos Aires,-4.1037864,-38.504701
7264741,5941765,Campinas,SP,Jardim do Lago Continuação,-22.9427929,-47.0836874
7264805,5941823,Belo Horizonte,MG,Camargos,-19.9427011,-44.0147701
7264809,5941827,São Paulo,SP,Nova Piraju,-23.6282642,-46.6636017
7264881,5941890,Embu das Artes,SP,Jardim Tomé,-23.6217198,-46.8487723
7264941,5941942,Jacareí,SP,Jardim Didinha,-23.3130155,-45.9805042
7264973,5941966,São Bernardo do Campo,SP,Rudge Ramos,-23.651821,-46.5685851
7265201,5942166,São Paulo,SP,Itaim Bibi,-23.5849172,-46.6755761
7265245,5942202,São Paulo,SP,Cidade Antônio Estevão de Carvalho,-23.5380321,-46.473129
7265273,5942224,São Paulo,SP,Parque São Rafael,-23.6299099,-46.4696145
7265297,5942245,São Paulo,SP,Jaraguá,-23.4807029,-46.7608623
7265409,5942340,Salvador,BA,São Gonçalo,-12.9507111,-38.468219
7265565,5942481,Ouro Fino,MG,,-22.2785373,-46.3712129
7265701,5942598,Fortaleza,CE,Granja Portugal,-3.7842193,-38.5999062
7265821,5942698,São Paulo,SP,Jardim Edith,-23.7226446,-46.6862905
7265933,5942789,São Paulo,SP,Vila Clara,-23.4947725,-46.420565
7265937,5942792,Ouro Preto,MG,,-20.3855743,-43.5035777
7266173,5942967,Aparecida de Goiânia,GO,Cardoso,-16.7595218,-49.308229
7266233,5943021,Goiânia,GO,Setor Bueno,-16.7131843,-49.2670505
7266357,5943130,São Bernardo do Campo,SP,Ferrazópolis,-23.7265128,-46.5386608
7266489,5943248,Osasco,SP,Continental,-23.5403909,-46.7623174
7266581,5943330,Diadema,SP,Eldorado,-23.724581,-46.6157337
7266989,5943657,Osasco,SP,City Bussocaba,-23.5660675,-46.7830538
7267417,5944015,Duque de Caxias,RJ,Parque Lafaiete,-22.7850731,-43.3280803
7267477,5944067,Ferraz de Vasconcelos,SP,Vila Jamil,-23.5605142,-46.3865551
7267501,5944088,Florianópolis,SC,Trindade,-27.5948262,-48.5192512
7267541,5944124,São Paulo,SP,Vila Cavaton,-23.4880638,-46.7034818
7267677,5944244,Salvador,BA,Nova Brasília de Valéria,-12.8587787,-38.439383
7267845,5944388,Canoas,RS,Centro,-29.9160107,-51.1896557
7268071,5944585,Taboão da Serra,SP,Jardim Freitas Júnior,-23.6331257,-46.7977398
7268155,5944658,Belo Horizonte,MG,Luxemburgo,-19.9474678,-43.9591047
7268171,5944673,São Paulo,SP,Jardim São Jorge,-23.6876795,-46.6655003
7268199,5944698,Maceió,AL,Jatiúca,-9.6415894,-35.7004033
7268359,5944842,Goiânia,GO,Jardim Balneário Meia Ponte,-16.6185412,-49.2957379
7268375,5944854,Aparecida de Goiânia,GO,Independência - 3º Complemento,-16.820257,-49.2473044
7268395,5944871,Manaus,AM,São José Operário,-3.0679738,-59.9479207
7268435,5944907,Mauá,SP,Jardim Quarto Centenário,-23.6812324,-46.4168478
7268475,5944943,Presidente Prudente,SP,Vila Geni,-22.1111576,-51.4047841
7269099,5945492,Caucaia,CE,Conjunto Metropolitano,-3.7579166,-38.658926
7269199,5945581,Guaratinguetá,SP,Parque do Sol,-22.7868311,-45.1866407
7269347,5945718,Curitiba,PR,Cidade Industrial,-25.4875863,-49.3400988
7269371,5945739,Fortaleza,CE,Aldeota,-3.7402448,-38.5072918
7269787,5946089,Carapicuíba,SP,Conjunto Habitacional Presidente Castelo Branco,-23.5265777,-46.8252245
7269839,5946134,Salvador,BA,Imbuí,-12.9685057,-38.4414463
7269887,5946175,São Paulo,SP,Jardim Brasília (Zona Leste),-23.5600407,-46.4935197
7269903,5946190,Piraquara,PR,Jardim Santa Mônica,-25.4471476,-49.1080027
7270019,5946291,Santo André,SP,Parque das Nações,-23.6343938,-46.5297458
7270191,5946435,Rio de Janeiro,RJ,Ipanema,-22.9832375,-43.2027988
7270243,5946479,Belo Horizonte,MG,Jaraguá,-19.8543951,-43.950265
7270303,5946533,Belford Roxo,RJ,Areia Branca,-22.7502746,-43.4141245
7270447,5946660,São Paulo,SP,Jardim Celeste,-23.6574765,-46.6113814
7270587,5946775,São Paulo,SP,Água Branca,-23.5249697,-46.6938483
7270623,5946807,São Paulo,SP,Paraisópolis,-23.6149924,-46.7263142
7270819,5946972,Taboão da Serra,SP,Chácara Agrindus,-23.607978,-46.7663809
7270895,5947031,Caruaru,PE,Boa Vista,-8.2729067,-35.9882935
7271083,5947185,São José,SC,Barreiros,-27.5826033,-48.6050803
7271143,5947239,Brasília,DF,Área de Desenvolvimento Econômico (Águas Claras),-15.8372013,-48.0258046
7271151,5947246,Recife,PE,Graças,-8.0431229,-34.9006276
7271319,5947388,Belo Horizonte,MG,,-19.9092496843268,-44.0078981593251
7271403,5947451,São Paulo,SP,Jardim Vila Mariana,-23.5927169,-46.6249533
7271459,5947500,São Paulo,SP,Lauzane Paulista,-23.4792756,-46.6378953
7271871,5947863,Osasco,SP,Munhoz Júnior,-23.504562,-46.8082762
7271903,5947894,Jandira,SP,Vila Eunice,-23.5365347,-46.8965223
7271931,5947920,Arara,PB,,-6.8294168,-35.7595746
7272039,5948018,Manaus,AM,Armando Mendes,-3.0897108,-59.9421428
7272067,5948045,São Paulo,SP,Bela Vista,-23.5554393,-46.6534666
7272315,5948249,Porto Alegre,RS,Praia de Belas,-30.0493578,-51.229596
7272379,5948308,Goiânia,GO,Jardins Madri,-16.748799,-49.3439554
7272595,5948502,Blumenau,SC,Velha Central,-26.9192626,-49.1209288
7272615,5948517,Rio de Janeiro,RJ,Campo Grande,-22.9254444,-43.558873
7272715,5948606,Teresina,PI,Horto,-5.0681517,-42.7782854
7272743,5948629,São Paulo,SP,Vila Nova Mazzei,-23.4659381,-46.6027029
7272755,5948640,Guarulhos,SP,Vila São Rafael,-23.4772418,-46.5566373
7272943,5948806,Cuiabá,MT,Jardim Imperial,-15.6132505,-56.026002
7273271,5949100,Goiânia,GO,Residencial Senador Paranhos,-16.6554853,-49.1859646
7273367,5949178,Salvador,BA,São Gonçalo,-12.9515004,-38.4689361
7273567,5949347,Osasco,SP,,-23.5658565357377,-46.7830363288522
7273611,5949387,Juiz de Fora,MG,Distrito Industrial,-21.7037608,-43.4378402
7273643,5949414,Nova Iguaçu,RJ,Parque Rosário,-22.7611713,-43.4203707
7273655,5949426,Goiânia,GO,Residencial Goiânia Viva,-16.69314,-49.3471489
7273707,5949469,Serra,ES,Conjunto Carapina I,-20.2313589,-40.266749
7273715,5949475,Santos,SP,Pompéia,-23.9646829,-46.3388384
7273779,5949537,Pelotas,RS,Três Vendas,-31.7394853,-52.3172979
7273787,5949543,Rio de Janeiro,RJ,Recreio dos Bandeirantes,-23.0163038,-43.481852
7273843,5949581,Guarulhos,SP,Vila Imaculada,-23.4396206,-46.5364419
7273907,5949640,Niterói,RJ,Icaraí,-22.9054688,-43.1017989
7273999,5949710,Rio de Janeiro,RJ,Campo Grande,-22.9141591,-43.5234892
7274163,5949843,São Paulo,SP,Jardim Itapura,-23.6854766,-46.6564647
7274239,5949906,Contagem,MG,Beatriz,-19.9385295,-44.0530801
7274267,5949928,Rio de Janeiro,RJ,Irajá,-22.8347147,-43.3245061
7274271,5949931,São Gonçalo,RJ,Santa Luzia,-22.7979047,-42.9799851
7274311,5949963,São Francisco de Itabapoana,RJ,,-21.4706831,-41.1095274
7274323,5949974,São Paulo,SP,Jardim Tietê,-23.6005169,-46.4926753
7274475,5950104,Rio de Janeiro,RJ,Irajá,-22.8527989,-43.3236966
7274551,5950167,Osasco,SP,Jaguaribe,-23.5613286,-46.7863121
7274687,5950277,Contagem,MG,Guanabara,-19.8865147,-44.0336011
7274723,5950305,Recife,PE,Vasco da Gama,-8.00864,-34.915257
7274795,5950366,Califórnia da Barra,RJ,,-22.4771955,-44.0544201
7274891,5950447,São Paulo,SP,Parque das Paineiras,-23.5313737,-46.4818202
7274899,5950454,Piraquara,PR,Jardim Santa Mônica,-25.4496638,-49.1059824
7274975,5950525,Hortolândia,SP,Jardim São Sebastião,-22.8914942,-47.2183261
7275019,5950560,Niterói,RJ,Icaraí,-22.9071483,-43.1104568
7275059,5950596,Jaboatão dos Guararapes,PE,Candeias,-8.2027865,-34.917343
7275115,5950643,Uberlândia,MG,Tibery,-18.909737,-48.2568796
7275335,5950839,São Paulo,SP,São João Clímaco,-23.6230414,-46.5851356
7275343,5950847,Brasília,DF,Sobradinho,-15.6463435,-47.795985
7275571,5951058,Rio de Janeiro,RJ,Realengo,-22.8673613,-43.4237281
7275615,5951101,São José dos Campos,SP,Jardim América,-23.2314183,-45.8942681
7275663,5951142,São Paulo,SP,,-23.5942268945033,-46.683585382998
7275943,5951386,Dois Irmãos,RS,,-29.5840598,-51.0902847
7276331,5951740,Florianópolis,SC,Coqueiros,-27.6137318,-48.5857858
7276335,5951744,Belo Horizonte,MG,Alto Barroca,-19.9333939,-43.9711529
7276567,5951949,São Paulo,SP,Água Branca,-23.5254638,-46.6908605
7276699,5952067,Vitória,ES,Bento Ferreira,-20.3133098,-40.3079706
7276731,5952093,São Paulo,SP,,-23.6559544690945,-46.6483954712749
7276887,5952229,Rio de Janeiro,RJ,Bangu,-22.8698461,-43.4606753
7276895,5952235,Canoas,RS,São José,-29.8860853,-51.1730782
7276975,5952305,São Caetano do Sul,SP,Prosperidade,-23.6084978,-46.5502171
7277023,5952346,São Paulo,SP,Jardim Ivana,-23.5672174,-46.7539084
7277151,5952463,Itapevi,SP,Cidade da Saúde,-23.5369195,-46.9349879
7277179,5952487,Rio de Janeiro,RJ,Penha Circular,-22.833354,-43.2862951
7277263,5952559,São Paulo,SP,Cidade Monções,-23.6113553,-46.6886589
7277275,5952569,Brasília,DF,Asa Norte,-15.7412859,-47.8838819
7277283,5952577,São Paulo,SP,Vila Água Funda,-23.6309504,-46.6189112
7277303,5952592,Itapevi,SP,Vila Santa Flora,-23.5391139,-46.9684504
7277391,5952672,Recife,PE,Jiquiá,-8.0888577,-34.9236801
7277471,5952740,Taboão da Serra,SP,Chácara Agrindus,-23.61242,-46.764582
7277507,5952772,Suzano,SP,Parque Maria Helena,-23.5295199,-46.3109613
7277567,5952826,Goiânia,GO,Condomínio Jardim das Oliveiras,-16.7025017,-49.364294
7277583,5952840,Sete Lagoas,MG,Jardim Cambuí,-19.4510522,-44.2541529
7277647,5952899,Rio de Janeiro,RJ,Campo Grande,-22.89837,-43.564492
7277783,5953012,Hortolândia,SP,Jardim Nossa Senhora de Fátima,-22.8907106,-47.1626394
7277807,5953032,Fazenda Rio Grande,PR,Eucaliptos,-25.6451025,-49.3050263
7277859,5953074,Goiânia,GO,Jardim América,-16.7152669,-49.2803396
7277883,5953095,Assis,SP,Vila Santa Rita,-22.6461022,-50.4258979
7277935,5953144,Rio de Janeiro,RJ,Irajá,-22.8229552,-43.3223734
7277943,5953151,Guarulhos,SP,Vila Maria Tereza,-23.4755225,-46.5380682
7277987,5953190,São Paulo,SP,Brás,-23.5470661,-46.6172646
7278071,5953255,São Gonçalo,RJ,Centro,-22.8246252,-43.0444046
7278095,5953277,João Pessoa,PB,Cuiá,-7.1844363,-34.8642047
7278191,5953366,São Paulo,SP,Vila Moraes,-23.6261874,-46.6082895
7278267,5953435,Guaporé,RS,,-28.8478808,-51.8901486
7278379,5953534,Rio de Janeiro,RJ,Vila Isabel,-22.9151083,-43.2547055
7278455,5953599,Rio de Janeiro,RJ,Taquara,-22.9187079,-43.3739992
7278471,5953615,Recife,PE,,-8.03549344646549,-34.9434059858322
7278687,5953802,Aracaju,SE,Santo Antônio,-10.9072326,-37.0631304
7278707,5953821,São Gonçalo,RJ,Mutondo,-22.8187632,-43.0229792
7278711,5953825,Magé,RJ,Parque Boneville,-22.653308,-43.091248
7278759,5953867,Rio de Janeiro,RJ,Recreio dos Bandeirantes,-23.0249208,-43.5010964
7278803,5953905,Guarulhos,SP,Cidade Jardim Cumbica,-23.454201,-46.4812507
7278871,5953959,São Paulo,SP,Vila Suzana,-23.6193132,-46.7414383
7278947,5954025,São João Batista do Glória,MG,,-20.6350921,-46.5054775
7279023,5954091,Serra,ES,,-20.2239287663802,-40.2591757848859
7279035,5954100,Rio de Janeiro,RJ,Botafogo,-22.9553289,-43.1752879
7279055,5954117,São Paulo,SP,Liberdade,-23.5615143,-46.6356333
7279195,5954241,Curitiba,PR,São João,-25.3967802,-49.3153664
7279411,5954416,Belo Horizonte,MG,Savassi,-19.9363967,-43.9309338
7279511,5954504,Taboão da Serra,SP,Jardim Maria Rosa,-23.6141609,-46.7681266
7279551,5954541,São Paulo,SP,Jardim Lourdes (Zona Sul),-23.6646035,-46.6352661
7279623,5954607,Fortaleza,CE,Presidente Kennedy,-3.7360186,-38.5667372
7279635,5954619,São Paulo,SP,Santana,-23.5029165,-46.6319815
7279639,5954621,Lauro Müller,SC,,-28.3918962,-49.3960652
7279647,5954628,São Paulo,SP,Vila Granada,-23.5252385,-46.5147207
7279659,5954637,Floriano,PI,Irapuá II,-6.7731197,-43.0384181
7279687,5954664,Rio de Janeiro,RJ,Bonsucesso,-22.8524206,-43.2438841
7279699,5954675,Santa Cruz Cabrália,BA,,-16.2825282,-39.0236206
7279719,5954692,São Paulo,SP,Vila Clementino,-23.5975281,-46.6439443
7279739,5954708,Guarulhos,SP,,-23.4740281208768,-46.4395600184798
7280019,5954950,Curitiba,PR,Capão Raso,-25.4999346,-49.3008578
7280135,5955043,Brasília,DF,Sul (Águas Claras),-15.8441459,-48.0261903
7280215,5955113,Salvador,BA,Boca do Rio,-12.9722361,-38.4242989
7280271,5955162,São José dos Campos,SP,Monte Castelo,-23.1878411,-45.868086
7280399,5955276,São Paulo,SP,Conjunto Residencial Butantã,-23.5745063,-46.7249905
7280803,5955628,Salvador,BA,Ondina,-13.0091525,-38.5163816
7280847,5955667,Guarulhos,SP,Jardim Munira,-23.4022602,-46.4755629
7280887,5955701,Contagem,MG,Estrela Dalva,-19.8646809,-44.0231555
7280979,5955783,São Paulo,SP,Vila Bela,-23.5993809,-46.5678241
7280983,5955785,Rio de Janeiro,RJ,Rocha Miranda,-22.8504831,-43.3486696
7281239,5956002,São Paulo,SP,Vila Fazzeoni,-23.6705495,-46.7777268
7281255,5956016,São Bernardo do Campo,SP,Planalto,-23.699272,-46.5701044
7281263,5956022,Rio Verde,GO,Vila Santa Cruz,-17.8269982,-50.9298281
7281411,5956149,São Paulo,SP,Vila Ede,-23.4910393,-46.5914762
7281459,5956193,Sirinhaém,PE,,-8.5914352,-35.1186262
7281503,5956230,Belo Horizonte,MG,Candelária,-19.8143784,-43.9698459
7281563,5956277,Ribeirão Pires,SP,Aliança,-23.6882974,-46.4328353
7281635,5956342,Contagem,MG,Nacional,-19.8449874,-44.0251827
7281739,5956438,Piedade,SP,,-23.7144314,-47.4260259
7282035,5956693,Contagem,MG,Flamengo,-19.9664583,-44.0565168
7282223,5956853,Santana de Parnaíba,SP,Tamboré,-23.4707332,-46.8440388
7282295,5956911,São Paulo,SP,Cidade Monções,-23.6140151,-46.6869727
7282339,5956950,Osasco,SP,Santa Maria,-23.5746992,-46.8137193
7282471,5957057,Manaus,AM,Nova Cidade,-3.0120976,-59.981536
7282511,5957092,Cuiabá,MT,Campo Velho,-15.6090905,-56.0831432
7282515,5957095,Mauá,SP,Jardim Oratório,-23.65502,-46.4593986
7282519,5957099,Belo Horizonte,MG,Lindéia (Barreiro),-19.9813018,-44.0487936
7282531,5957108,Itapevi,SP,Itaparica,-23.5318639,-46.9205613
7282639,5957199,Londrina,PR,Centro,-23.3121192,-51.166716
7282831,5957367,Belo Horizonte,MG,Jardim dos Comerciários (Venda Nova),-19.7906498,-43.9701575
7282871,5957400,Boa Viagem,CE,,-5.1260161,-39.7309954
7282935,5957453,São Paulo,SP,Campos Elíseos,-23.537349,-46.6465268
7283279,5957755,São Paulo,SP,Vila Indiana,-23.5696115,-46.7288795
7283287,5957760,São Paulo,SP,,-23.5901705427739,-46.649376489222
7283319,5957784,Tubarão,SC,Humaitá,-28.4723635,-49.022339
7283343,5957801,Suzano,SP,Cidade Miguel Badra,-23.4979893,-46.3162143
7283415,5957863,Rio de Janeiro,RJ,Ipanema,-22.9832652,-43.2112996
7283619,5958042,Campinas,SP,Loteamento Vila Esperança,-22.8458564,-47.1067616
7283655,5958072,Rio de Janeiro,RJ,Estácio,-22.9143392,-43.1994439
7284283,5958619,Curitiba,PR,Cidade Industrial,-25.4753745,-49.335915
7284359,5958691,Hortolândia,SP,Vila Inema,-22.8842109,-47.1780152
7284387,5958716,Socorro,SP,,-22.5905906,-46.5282973
7284403,5958731,Guarulhos,SP,Conjunto Marcos Freire,-23.4622167,-46.4039694
7284491,5958809,Diadema,SP,Campanário,-23.6682248,-46.6193107
7284567,5958876,Floriano,PI,Via Azul,-6.7844634,-43.0181064
7284659,5958958,Votorantim,SP,Parque São João,-23.540286,-47.4445978
7284723,5959008,Itapeva,SP,Conjunto Habitacional Emílio de La Rua,-23.9793102,-48.8768997
7285023,5959256,Itapecerica da Serra,SP,Jardim do Carmo II,-23.7502804,-46.7905775
7285051,5959282,Rio de Janeiro,RJ,Campo Grande,-22.8928518,-43.5654452
7285263,5959457,Cuiabá,MT,Pedra 90,-15.6271814,-55.9567755
7285379,5959559,São Paulo,SP,Vila Clarice,-23.4682354,-46.7474971
7285499,5959657,São Bernardo do Campo,SP,Ferrazópolis,-23.7371067,-46.5408647
7285531,5959683,Jacareacanga,PA,,-6.223847,-57.7607526
7285667,5959800,Viana,ES,Primavera,-20.3535397,-40.4248899
7285683,5959815,Salvador,BA,São Cristóvão,-12.9154303,-38.3542635
7285779,5959896,Sorocaba,SP,Vila Progresso,-23.4804538,-47.4480636
7285895,5960005,São Paulo,SP,Jardim Colorado,-23.5860934,-46.5309205
7285943,5960046,Belo Horizonte,MG,Sagrada Família,-19.8949655,-43.924135
7285975,5960075,Santo André,SP,Sítio dos Vianas,-23.7074313,-46.5148524
7285995,5960094,Osasco,SP,Presidente Altino,-23.5257629,-46.7659464
7286115,5960203,Rio de Janeiro,RJ,Catete,-22.9278743,-43.1793491
7286179,5960261,Sorocaba,SP,Retiro São João,-23.4617025,-47.4423546
7286319,5960375,Niterói,RJ,Fonseca,-22.8824501,-43.0990612
7286371,5960422,Porto Velho,RO,Rio Madeira,-8.7499014,-63.8635594
7286399,5960449,Natal,RN,Capim Macio,-5.8572416,-35.202722
7286447,5960493,Lauro de Freitas,BA,,-12.8820575,-38.3148204
7286675,5960703,Curitiba,PR,Capão da Imbuia,-25.4359114,-49.2248032
7286703,5960728,São Miguel Arcanjo,SP,,-23.8786864,-47.9940081
7286783,5960801,Rio de Janeiro,RJ,Vasco da Gama,-22.8919835,-43.2288698
7286867,5960881,São Paulo,SP,Paraíso,-23.5752892,-46.6497667
7287035,5961032,Garopaba,SC,,-28.0272534,-48.6189508
7287071,5961062,São José dos Campos,SP,Vila Ema,-23.2102831,-45.8969547
7287091,5961081,São João de Meriti,RJ,Agostinho Porto,-22.7885987,-43.390332
7287279,5961240,Natal,RN,Mãe Luiza,-5.7949365,-35.1884772
7287295,5961253,Jaboatão dos Guararapes,PE,Bulhões,-8.1130732,-35.0246074
7287307,5961265,São Bernardo do Campo,SP,Planalto,-23.7073655,-46.5683196
7287387,5961337,Navegantes,SC,Machados,-26.8689159,-48.6867019
7287519,5961456,Queimados,RJ,Vista Alegre,-22.7203536,-43.5793657
7287523,5961460,Rondonópolis,MT,Jardim Residencial Sunflower,-16.4668675,-54.6094134
7287535,5961470,Rio de Janeiro,RJ,Magalhães Bastos,-22.8764976,-43.4180972
7287699,5961614,São José do Rio Preto,SP,Centro,-20.8087511,-49.3759454
7287731,5961644,Queimados,RJ,Vila Amélia,-22.7176866,-43.5800015
7287815,5961715,Brasília,DF,Taguatinga Norte (Taguatinga),-15.8304278,-48.0588594
7287907,5961797,Porto Alegre,RS,Bom Fim,-30.032004,-51.2124071
7288519,5961892,São Paulo,SP,,-23.5533565392619,-46.6350400820374
7288571,5961896,Duque de Caxias,RJ,Vila São Luís,-22.7794557,-43.2935907
7288615,5961900,João Pessoa,PB,Altiplano Cabo Branco,-7.1308341,-34.8306831
7288831,5961919,Fortaleza,CE,Meireles,-3.7275655,-38.5067107
7289295,5961952,Natal,RN,Potengi,-5.7655015,-35.2590682
7289847,5961984,Manaus,AM,Praça 14 de Janeiro,-3.1217963,-60.0152954
7294035,5962248,Belo Horizonte,MG,Pindorama,-19.914795,-44.0235239
7296855,5962421,São Paulo,SP,Santana,-23.4885648,-46.6314826
7297387,5962457,Navegantes,SC,Gravatá,-26.8287728,-48.6317836
7298087,5962497,Boquim,SE,,-11.1459792,-37.6200802
7299295,5962578,Manaus,AM,Centro,-3.1291245,-60.020743
7299935,5962625,Belo Horizonte,MG,Paulo VI,-19.8382511,-43.89222
7300567,5962660,Rio de Janeiro,RJ,Santa Cruz,-22.8964052,-43.6542098
7301131,5962691,Bauru,SP,Jardim Paulista,-22.3429227,-49.0640646
7302687,5962786,Brasília,DF,Guará I,-15.8176036,-47.9861166
7305411,5962963,Salvador,BA,Praia Grande,-12.8713843,-38.4764127
7306075,5962995,Florianópolis,SC,Centro,-27.5942139,-48.5595117
7306119,5962998,São Paulo,SP,Pedreira,-23.6927875,-46.6697045
7306351,5963015,São Paulo,SP,Vila Mariana,-23.5838736,-46.6346074
7306467,5963022,Vitória,ES,Maria Ortiz,-20.2604276,-40.2991491
7307891,5963110,São Paulo,SP,,-23.5536005699468,-46.6747297346592
7308243,5963141,Florianópolis,SC,João Paulo,-27.5635985,-48.518468
7309799,5963239,Brasília,DF,Setor de Habitações Individuais Norte,-15.7358946,-47.85915
7311843,5963367,Manaus,AM,Puraquequara,-3.0805574,-59.8822041
7313075,5963465,Betim,MG,Brasiléia,-19.972012,-44.2039304
7313619,5963662,Rio de Janeiro,RJ,Flamengo,-22.936943,-43.1757835
7314139,5964121,Taboão da Serra,SP,Parque Marabá,-23.6276564,-46.7752205
7314179,5964158,Sorocaba,SP,Jardim Europa,-23.5195689,-47.4851576
7314291,5964261,Recife,PE,Zumbi,-8.0508997,-34.9155898
7314307,5964273,Rio de Janeiro,RJ,Riachuelo,-22.9040738,-43.2560837
7314379,5964338,Salvador,BA,Pituba,-13.0045325,-38.4602369
7314435,5964390,São Paulo,SP,Bosque da Saúde,-23.6103432,-46.6296311
7314563,5964502,Porto Alegre,RS,Medianeira,-30.0672032,-51.2083516
7314579,5964516,Teresópolis,RJ,Nossa Senhora de Fátima,-22.4354768,-42.9751387
7314639,5964568,São Paulo,SP,Vila Formosa,-23.5764993,-46.5270977
7314651,5964577,São Paulo,SP,Residencial Sol Nascente,-23.4363882,-46.7729095
7314731,5964645,São Paulo,SP,Indianópolis,-23.600773,-46.6650235
7314847,5964745,São Paulo,SP,Vila Tiradentes,-23.5749637,-46.7561809
7314927,5964816,São Paulo,SP,Vila Suzana,-23.6174798,-46.7430974
7314959,5964840,São Paulo,SP,Pinheiros,-23.5667716,-46.6921175
7314999,5964877,Belo Horizonte,MG,Sion,-19.9568459,-43.9338728
7315255,5965105,Viamão,RS,Santa Isabel,-30.0622305,-51.1012493
7315411,5965243,Guarulhos,SP,Vila Galvão,-23.4527375,-46.5609222
7315627,5965421,Cambé,PR,Jardim Itália,-23.290777,-51.2753344
7315635,5965429,São José dos Campos,SP,Jardim Oriente,-23.2422679,-45.8959853
7315747,5965521,Passo Fundo,RS,Petrópolis,-28.2395995,-52.3777713
7315915,5965660,Sorocaba,SP,Parque Manchester,-23.5030973,-47.5042473
7315935,5965673,Vitória,ES,Santa Lúcia,-20.3026211,-40.2981543
7316231,5965928,Salvador,BA,Lobato,-12.9730401,-38.502304
7316259,5965950,São Paulo,SP,Cambuci,-23.5723168,-46.6242551
7316279,5965967,Belo Horizonte,MG,Tirol (Barreiro),-19.9904101,-44.0438704
7316511,5966165,São Paulo,SP,Alto da Mooca,-23.5606378,-46.5903686
7316555,5966204,São Paulo,SP,Vila Nova Cachoeirinha,-23.4710115,-46.6507983
7316795,5966411,Rio de Janeiro,RJ,Santa Teresa,-22.9165714,-43.182674
7316947,5966541,Joinville,SC,Itaum,-26.3287762,-48.839384
7316975,5966566,Guarulhos,SP,Parque Continental I,-23.4324825,-46.5557668
7316991,5966580,Porto Alegre,RS,Vila Nova,-30.1133456,-51.2193914
7317055,5966634,São Paulo,SP,Vila Santa Catarina,-23.6518456,-46.6652851
7317127,5966697,São Paulo,SP,Carandiru,-23.5031045,-46.6130103
7317207,5966764,Rio de Janeiro,RJ,São Cristóvão,-22.8955277,-43.2222823
7317251,5966802,Osasco,SP,Vila Menck,-23.4996367,-46.7659676
7317275,5966821,Contagem,MG,Sapucaia II,-19.8791237,-44.0248314
7317387,5966917,Belo Horizonte,MG,Tirol (Barreiro),-19.9886915,-44.0381507
7317455,5966976,Goiânia,GO,Village Veneza,-16.6868912,-49.2647943
7317663,5967143,Porto Alegre,RS,Três Figueiras,-30.0344685,-51.1699158
7317815,5967265,Mauá,SP,Jardim Sônia Maria,-23.6325018,-46.4790655
7317851,5967297,Campinas,SP,Jardim Santa Genebra,-22.8552986,-47.0669067
7318015,5967436,São Gonçalo,RJ,Paraíso,-22.8328493,-43.0788714
7318031,5967450,Barueri,SP,Parque Imperial,-23.4866759,-46.8126363
7318047,5967464,Recife,PE,Areias,-8.0948359,-34.9253121
7318159,5967554,Mogi das Cruzes,SP,Vila Oliveira,-23.5238748,-46.1733166
7318191,5967583,Fortaleza,CE,Meireles,-3.7275655,-38.5067107
